皇力	[noun]	mystical effect of Tam (a religious concept and Cetkaik term)
皇論	[noun]	タムツイ（宗教名）
皇論		タムを最高神とするアニミズム的宗教。
皇論之書	[noun]	タムツイの書
皇論之書		タムツイにおいて重要な教典。
皇来	[noun]	Tazak, Tasak (name)
皇再来	[noun]	(a Hand in Cetkaik worth negative points) The Futile Move of Tam
皇集	[noun]	Atalam Province (one of the provinces of the Ai’ren Republic)
皇島	[noun]	Atalam Island (one of the islands constituting the Ai’ren Republic)
皇月島	[noun]	Tamshelmiwa Island (one of the islands constituting the Vefisait Republic)
撃皇	[verb]	(to step over Tam in Cetkaik)
撃皇	[noun]	(a negative scoring role in Cetkaik) Stepping over Tam
硬皇力	[noun]	strong Tam effect (one of the rule variants of Cetkaik)
南	[noun]	south, warm direction, direction when the sun is highest
南		向こうの世界において、「暖かい方向」と「日が昇るところの方向」の相対的な位置関係は、日本などの地球の北半球とは逆である。この辞書で採用している漢字転写では、「暖かい方向」を表す <span class="inline-linzklar">南</span> を【南】、「日が昇るところの方向」を表す <span class="inline-linzklar">東</span> を【東】と表記している。
四	[prenominal]	4, four
四	[noun]	4, four
四	[abbreviation]	(music) the note seven semitones above the reference pitch, the note "so" in movable do solfège
四之衣	[noun]	アパータ、アープアターク、アーパターク
四之衣		ラネーメやヴェフィスの伝統的な衣服の一つ。It has sleeves and is made by joining four pieces of fabric together. The material is often cotton or linen.
耳	[verb]	to hear, to listen
耳識	[verb]	to pay attention and listen
耳識	[stative verb]	to listen and understand
耳識	[clause-taking verb]	～と伝え聞く
来	[verb]	来る、～へやってくる
来	[stative verb]	～出身である
来	[suffix]	〔動詞の後ろについて〕（主語）の元へと
心来	[verb]	to feel
急来	[verb]	to come running
識来	[verb]	to understand
再来	[verb]	to return to (a place)
与来	[verb]	持ってくる
引来	[verb]	引き寄せる
集来	[verb]	集める
手来	[verb]	手に取る
皇来	[noun]	Tazak, Tasak (name)
心来如	[clause-taking verb]	まるで～したかと思った
心来如	我心来如我壊終	わたし、死んだかと思った。
皇再来	[noun]	(a Hand in Cetkaik worth negative points) The Futile Move of Tam
再識来	[verb]	思い起こす、思い出す
新星善来	[interjection]	Happy New Year!
新星善来	[interjection]	Happy Birthday!
端	[noun]	端、へり
端	[noun]	Taupo (name of a city)
端心	[noun]	extreme ideal, pipe dream
端心		This word has a connotation that one’s perspective is narrowed precisely because the ideal is extreme.
端集	[noun]	Taupo Province (one of the provinces of the Ai’ren Republic)
口端	[noun]	lip
川端	[noun]	riverbank
国端	[noun]	national border
上端	[noun]	upper edge, top edge
筆端	[noun]	writing destination, lvalue
目端	[noun]	reading source, rvalue
件	[noun]	thing, matter
件即	[conjunction for sentences]	well then, by the way
為件	[verb + object]	to do things, to do
労件	[noun]	labor, work
識件	[noun]	idea, thought
真件	[noun]	information, room
口件之囲	[noun]	dining room
木	[noun]	wood, tree
木処	[noun]	forest
木墨	[noun]	charcoal
木平	[noun]	wooden plank
木手	[noun]	tree branch
木足	[noun]	tree root
木草手	[noun]	leaf of a tree
木紙遊術	[noun]	board game, analog game, non-electronic game
木獣	[noun]	rabbit
小木	[noun]	shrub
草木	[noun]	plants, vegetation
立木	[verb + object]	to plant trees
立木	我等立終百木	We planted 100 trees.
値木	[noun]	a name of a card game employing Neen-Cetkaik cards
火果木	[noun]	apple tree
